issue_id,severity,issue_status,issue_category,direction,ue_id,cell_id,block_name,metric_name,observed_value,expected_or_policy,evidence_artifact_ref,root_cause_hint,fix_plan,analytics_visible_flag,run_id,run_tag,scenario_id,scenario_variant_id,config_hash,code_commit,seed,drop_id,timestamp_sim_ms,frame,slot,symbol,site_id,sector_id,bwp_id,carrier_id,beam_id,layer_id,stream_id,harq_id,block_id,pipeline_id,producer_module,status_code,status_classification,source_artifact_ref,source_tensor_ref,derived_flag,active_flag
"low_sinr_window_11","medium","REVIEW_REQUIRED","channel_interference","BIDIR",3,1,"channel/interference","HARQFailureRate","0.58333","SINR should align with channel/interference truth and scheduler link adaptation","reports/csv/live_coverage_layer.csv|reports/csv/live_user_performance_snapshot.csv","high_harq_failure_rate","Inspect channel model, interference contributors, CQI feedback, and grant MCS for this UE/cell.",1,1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildResultIssueRegistry","review_required","derived_issue_registry","reports/csv/result_issue_registry.csv","not_applicable",1,1
"low_sinr_window_12","medium","REVIEW_REQUIRED","channel_interference","BIDIR",42,4,"channel/interference","HARQFailureRate","0.58333","SINR should align with channel/interference truth and scheduler link adaptation","reports/csv/live_coverage_layer.csv|reports/csv/live_user_performance_snapshot.csv","high_harq_failure_rate","Inspect channel model, interference contributors, CQI feedback, and grant MCS for this UE/cell.",1,1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildResultIssueRegistry","review_required","derived_issue_registry","reports/csv/result_issue_registry.csv","not_applicable",1,1
"low_sinr_window_13","medium","REVIEW_REQUIRED","channel_interference","BIDIR",1,5,"channel/interference","HARQFailureRate","0.5","SINR should align with channel/interference truth and scheduler link adaptation","reports/csv/live_coverage_layer.csv|reports/csv/live_user_performance_snapshot.csv","high_harq_failure_rate","Inspect channel model, interference contributors, CQI feedback, and grant MCS for this UE/cell.",1,1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildResultIssueRegistry","review_required","derived_issue_registry","reports/csv/result_issue_registry.csv","not_applicable",1,1
"low_sinr_window_14","medium","REVIEW_REQUIRED","channel_interference","BIDIR",8,4,"channel/interference","HARQFailureRate","0.5","SINR should align with channel/interference truth and scheduler link adaptation","reports/csv/live_coverage_layer.csv|reports/csv/live_user_performance_snapshot.csv","high_harq_failure_rate","Inspect channel model, interference contributors, CQI feedback, and grant MCS for this UE/cell.",1,1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildResultIssueRegistry","review_required","derived_issue_registry","reports/csv/result_issue_registry.csv","not_applicable",1,1
"low_sinr_window_15","medium","REVIEW_REQUIRED","channel_interference","BIDIR",16,3,"channel/interference","HARQFailureRate","0.5","SINR should align with channel/interference truth and scheduler link adaptation","reports/csv/live_coverage_layer.csv|reports/csv/live_user_performance_snapshot.csv","high_harq_failure_rate","Inspect channel model, interference contributors, CQI feedback, and grant MCS for this UE/cell.",1,1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildResultIssueRegistry","review_required","derived_issue_registry","reports/csv/result_issue_registry.csv","not_applicable",1,1
"low_sinr_window_16","medium","REVIEW_REQUIRED","channel_interference","BIDIR",20,4,"channel/interference","LargeScaleWidebandSINR_dB","0.30445","SINR should align with channel/interference truth and scheduler link adaptation","reports/csv/live_coverage_layer.csv|reports/csv/live_user_performance_snapshot.csv","coverage_edge_lab_default_threshold","Inspect channel model, interference contributors, CQI feedback, and grant MCS for this UE/cell.",1,1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildResultIssueRegistry","review_required","derived_issue_registry","reports/csv/result_issue_registry.csv","not_applicable",1,1
"low_sinr_window_17","medium","REVIEW_REQUIRED","channel_interference","BIDIR",24,3,"channel/interference","HARQFailureRate","0.5","SINR should align with channel/interference truth and scheduler link adaptation","reports/csv/live_coverage_layer.csv|reports/csv/live_user_performance_snapshot.csv","high_harq_failure_rate","Inspect channel model, interference contributors, CQI feedback, and grant MCS for this UE/cell.",1,1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildResultIssueRegistry","review_required","derived_issue_registry","reports/csv/result_issue_registry.csv","not_applicable",1,1
"low_sinr_window_18","medium","REVIEW_REQUIRED","channel_interference","BIDIR",32,4,"channel/interference","HARQFailureRate","0.5","SINR should align with channel/interference truth and scheduler link adaptation","reports/csv/live_coverage_layer.csv|reports/csv/live_user_performance_snapshot.csv","high_harq_failure_rate","Inspect channel model, interference contributors, CQI feedback, and grant MCS for this UE/cell.",1,1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildResultIssueRegistry","review_required","derived_issue_registry","reports/csv/result_issue_registry.csv","not_applicable",1,1
"low_sinr_window_19","medium","REVIEW_REQUIRED","channel_interference","BIDIR",33,3,"channel/interference","LargeScaleWidebandSINR_dB","1.3332","SINR should align with channel/interference truth and scheduler link adaptation","reports/csv/live_coverage_layer.csv|reports/csv/live_user_performance_snapshot.csv","coverage_edge_lab_default_threshold","Inspect channel model, interference contributors, CQI feedback, and grant MCS for this UE/cell.",1,1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildResultIssueRegistry","review_required","derived_issue_registry","reports/csv/result_issue_registry.csv","not_applicable",1,1
"dl_mcs_above_cqi_62","high","REVIEW_REQUIRED","link_adaptation","DL",50,2,"scheduler/link_adaptation","MCSIndex","MCS=26;CQIDerivedMCS=20","AMC mode should not exceed CQI-derived MCS without explicit, sourced override","air_interface/csv/dl_pdsch_trials.csv","Selected MCS is higher than CQI-derived MCS","Verify fixed-vs-AMC config, CQI source lineage, and scheduler MCS selection for this row.",1,1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildResultIssueRegistry","review_required","derived_issue_registry","reports/csv/result_issue_registry.csv","not_applicable",1,1
"dl_mcs_above_cqi_63","high","REVIEW_REQUIRED","link_adaptation","DL",6,2,"scheduler/link_adaptation","MCSIndex","MCS=24;CQIDerivedMCS=0","AMC mode should not exceed CQI-derived MCS without explicit, sourced override","air_interface/csv/dl_pdsch_trials.csv","Selected MCS is higher than CQI-derived MCS","Verify fixed-vs-AMC config, CQI source lineage, and scheduler MCS selection for this row.",1,1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildResultIssueRegistry","review_required","derived_issue_registry","reports/csv/result_issue_registry.csv","not_applicable",1,1
"dl_mcs_above_cqi_70","high","REVIEW_REQUIRED","link_adaptation","DL",18,3,"scheduler/link_adaptation","MCSIndex","MCS=26;CQIDerivedMCS=11","AMC mode should not exceed CQI-derived MCS without explicit, sourced override","air_interface/csv/dl_pdsch_trials.csv","Selected MCS is higher than CQI-derived MCS","Verify fixed-vs-AMC config, CQI source lineage, and scheduler MCS selection for this row.",1,1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildResultIssueRegistry","review_required","derived_issue_registry","reports/csv/result_issue_registry.csv","not_applicable",1,1
"dl_mcs_above_cqi_80","high","REVIEW_REQUIRED","link_adaptation","DL",38,4,"scheduler/link_adaptation","MCSIndex","MCS=26;CQIDerivedMCS=11","AMC mode should not exceed CQI-derived MCS without explicit, sourced override","air_interface/csv/dl_pdsch_trials.csv","Selected MCS is higher than CQI-derived MCS","Verify fixed-vs-AMC config, CQI source lineage, and scheduler MCS selection for this row.",1,1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildResultIssueRegistry","review_required","derived_issue_registry","reports/csv/result_issue_registry.csv","not_applicable",1,1
"dl_mcs_above_cqi_81","high","REVIEW_REQUIRED","link_adaptation","DL",42,4,"scheduler/link_adaptation","MCSIndex","MCS=26;CQIDerivedMCS=22","AMC mode should not exceed CQI-derived MCS without explicit, sourced override","air_interface/csv/dl_pdsch_trials.csv","Selected MCS is higher than CQI-derived MCS","Verify fixed-vs-AMC config, CQI source lineage, and scheduler MCS selection for this row.",1,1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildResultIssueRegistry","review_required","derived_issue_registry","reports/csv/result_issue_registry.csv","not_applicable",1,1
"dl_mcs_above_cqi_89","high","REVIEW_REQUIRED","link_adaptation","DL",46,5,"scheduler/link_adaptation","MCSIndex","MCS=26;CQIDerivedMCS=18","AMC mode should not exceed CQI-derived MCS without explicit, sourced override","air_interface/csv/dl_pdsch_trials.csv","Selected MCS is higher than CQI-derived MCS","Verify fixed-vs-AMC config, CQI source lineage, and scheduler MCS selection for this row.",1,1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildResultIssueRegistry","review_required","derived_issue_registry","reports/csv/result_issue_registry.csv","not_applicable",1,1
"dl_mcs_above_cqi_104","high","REVIEW_REQUIRED","link_adaptation","DL",47,1,"scheduler/link_adaptation","MCSIndex","MCS=26;CQIDerivedMCS=22","AMC mode should not exceed CQI-derived MCS without explicit, sourced override","air_interface/csv/dl_pdsch_trials.csv","Selected MCS is higher than CQI-derived MCS","Verify fixed-vs-AMC config, CQI source lineage, and scheduler MCS selection for this row.",1,1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildResultIssueRegistry","review_required","derived_issue_registry","reports/csv/result_issue_registry.csv","not_applicable",1,1
